Property_id,Offer,URL,Property_type,Include_w_e,Title,Area,Governorate,Beds,Baths,Size,Availability_date,Agent_name,Agency,Amenities,rent
408,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-northern-governorate-saar-956661.html,Apartment,Inclusive,Balcony / Maid Room / Laundry / St. Christopher&#39;s,Saar,Northern Governorate,2+ Maid,3,"1,496 sqft / 139 sqm",27 Sep 2025,Arshad Thasim,Wise Rise Real Estate,6.0,430.0
7614,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-941462.html,Apartment,Inclusive,WHERE YOUR HOME MEETS THE OPEN WATER,Al Juffair,Capital Governorate,1,1,657 sqft / 61 sqm,3 Aug 2025,Farhan Tariq,BHH Real Estate,16.0,300.0
2529,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-diyar-al-muharraq-marassi-residences-953355.html,Apartment,Exclusive,New - direct Access to the Mall - pool view,"Marassi Residences, Diyar Al Muharraq",Muharraq Governorate,2,2,"1,076 sqft / 100 sqm",15 Sep 2025,Mohammed Zainal,Best Location Properties,12.0,550.0
11605,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-segaya-905409.html,Apartment,Inclusive,Elegant Fully Furnished Studio Apartment +EWA,"Segaya, Manama",Capital Governorate,studio,1,"1,023 sqft / 95 sqm",2 Sep 2025,Anu K H,4You Properties,6.0,250.0
3754,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-seef-951393.html,Apartment,Inclusive,BIG SIZE | 2 MASTER BEDROOMS | BRIGHT AND SPACIOUS,Seef,Capital Governorate,2,3,"1,453 sqft / 135 sqm",8 Sep 2025,Anza Khurram,Crystallite Real Estate,9.0,500.0
8147,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-938874.html,Apartment,Inclusive,FURNISHED 3 BED APT - PRIVATE POOL AND TERRACE,Al Juffair,Capital Governorate,3,4,"2,906 sqft / 270 sqm",22 Jul 2025,Sheila  Mcewan,Property Locators,11.0,1200.0
2894,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-mahooz-952791.html,Apartment,Inclusive,Brand new 1BHK Furnished Modern Apartment pool,"Mahooz, Manama",Capital Governorate,1,1,"1,076 sqft / 100 sqm",13 Sep 2025,Imam Iqbal,Arizona Homes Real Estate,12.0,320.0
13872,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-690532.html,Apartment,Exclusive,Flat in Juffair for rent - Good location see view,Al Juffair,Capital Governorate,2,2,"1,076 sqft / 100 sqm",,Murtadha Al Mutawaj,Grnata,1.0,700.0
9265,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-northern-governorate-saar-932774.html,Apartment,Inclusive,Spacious | Furnished 2BHK | Inclusive | Saar,Saar,Northern Governorate,2,2,"2,045 sqft / 190 sqm",24 Jul 2025,Alifya,Luxury Homes,3.0,450.0
11132,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-hidd-913236.html,Apartment,Exclusive,2BR Apartment for the rent in hidd,Hidd,Muharraq Governorate,2,2,"1,076 sqft / 100 sqm",6 Apr 2025,Rashed Alnaham,Al Naham Real Estate,1.0,130.0
9489,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-930907.html,Apartment,Inclusive,Bright | Spacious | Housekeeping | Amenities,Al Juffair,Capital Governorate,2,3,"1,399 sqft / 130 sqm",21 Jun 2025,Lijas Ali,Underhill Real Estate,9.0,350.0
3899,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-amwaj-islands-951155.html,Apartment,Inclusive,Close to the sea\cozy \2 bedrooms \near,Amwaj Islands,Muharraq Governorate,2,2,"1,076 sqft / 100 sqm",7 Sep 2025,MIKAL REALESTATE,MIKAL REALESTATE AGENCY W.L.L,7.0,300.0
4011,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-amwaj-islands-amwaj-avenue-950974.html,Apartment,Inclusive,2 Beds | Balcony | Pool - Gym | Near Lagoon,"Amwaj Avenue, Amwaj Islands",Muharraq Governorate,2,2,"1,485 sqft / 138 sqm",7 Sep 2025,Raheel Saeed,Oxus Realty,14.0,350.0
12553,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-seef-874620.html,Apartment,Exclusive,NATURAL WELL-LIT | LUXURY | SPECIOUS | SEA VIEW,Seef,Capital Governorate,1,2,840 sqft / 78 sqm,18 Dec 2024,Ali Sultani,Stratus Properties,14.0,380.0
4014,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-al-dair-950971.html,Apartment,Inclusive,Apartment with electricity included at a reasonabl,Al Dair,Muharraq Governorate,2,2,"1,399 sqft / 130 sqm",7 Sep 2025,Al wrd Real Estate,Al Wrd Real Estate,1.0,150.0
13270,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-um-al-hasam-808909.html,Apartment,Inclusive,PRIME LOCATION || BRIGHT|| 2 BALCONY,"Um Al Hasam, Manama",Capital Governorate,2,3,"1,184 sqft / 110 sqm",26 Jul 2024,Husain Zaman,Padrino Real Estates,12.0,350.0
13451,Rent,https://www.propertyfinder.bh/en/plp/rent/duplex-for-rent-muharraq-governorate-amwaj-islands-amwaj-homes-779759.html,Duplex,Exclusive,SPACIOUS | NATURAL LIGHTS | GREAT APPLIANCE,"Amwaj Homes, Amwaj Islands",Muharraq Governorate,3+ Maid,3,"3,229 sqft / 300 sqm",,Mirna Kamal,Carlton Real Estate,6.0,850.0
8571,Rent,https://www.propertyfinder.bh/en/plp/rent/villa-for-rent-southern-governorate-durrat-al-bahrain-936608.html,Villa,Exclusive,"For rent, a GT villa in Durrat Al Bahrain",Durrat Al Bahrain,Southern Governorate,3+ Maid,4,"5,382 sqft / 500 sqm",15 Jul 2025,Sajjad Albasri,AlAmthal Real Estate,16.0,1700.0
9986,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-seef-926685.html,Apartment,Inclusive,BREATHTAKING 180 VIEW | PRIME LOCATION | HUGE FLAT,Seef,Capital Governorate,1,2,"1,012 sqft / 94 sqm",4 Jun 2025,Black Swan,Black Swan,13.0,500.0
1524,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-954930.html,Apartment,Inclusive,SPACIOUS 2BHK | CLASSY INTERIOR | ALL INCLUSIVE,Al Juffair,Capital Governorate,2,2,"1,292 sqft / 120 sqm",20 Sep 2025,Dani Nwajiaku,Instant Homz,10.0,450.0
10420,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-amwaj-islands-amwaj-homes-921037.html,Apartment,Inclusive,Modern 2BHK|Inclusive|Luxury Flat,"Amwaj Homes, Amwaj Islands",Muharraq Governorate,2,3,"1,184 sqft / 110 sqm",12 May 2025,Shahbaz Memon,Alahmed Contracting,10.0,425.0
10754,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-central-governorate-sanad-917440.html,Apartment,Inclusive,2BHK | Fully Furnished | Essential amenities,Sanad,Central Governorate,2,2,"1,722 sqft / 160 sqm",4 Sep 2025,Zain Jabbar,Luxury Homes,1.0,370.0
5043,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-949236.html,Apartment,Inclusive,Soothing interior|Kids area|Serviced|NAVY approved,Al Juffair,Capital Governorate,2,2,"1,507 sqft / 140 sqm",18 May 2025,Ernest Gnanadas,Deccan Real Estate,17.0,575.0
1111,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-bahrain-financial-harbour-955555.html,Apartment,Inclusive,SEA VIEW | SPACIOUS LAYOUT | PRIME LOCATION,"Bahrain Financial Harbour, Manama",Capital Governorate,2,3,"1,615 sqft / 150 sqm",22 Sep 2025,Sarah Matar,Skyscape Real Estate,10.0,1200.0
11579,Rent,https://www.propertyfinder.bh/en/plp/rent/villa-for-rent-muharraq-governorate-amwaj-islands-al-marsa-floating-city-906022.html,Villa,Exclusive,WE HAVE A FANTASTIC NEW LISTING IN FLOATING CITY,"Al Marsa Floating City, Amwaj Islands",Muharraq Governorate,3,3,"4,306 sqft / 400 sqm",7 Aug 2025,Mahesh De Silva,Property Locators,11.0,900.0
1407,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-adliya-955118.html,Apartment,Inclusive,GAS COOKING/MODERN/02 BEDROOMS/ADLIYA,"Adliya, Manama",Capital Governorate,2,2,"1,184 sqft / 110 sqm",21 Sep 2025,JUNAID MUNAWAR,Best Buy Real Estate,9.0,350.0
13780,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-northern-governorate-barbar-712754.html,Apartment,Exclusive,flat for rent in barbar,Barbar,Northern Governorate,2,2,"1,292 sqft / 120 sqm",,Mohammed Alsari,Grnata,,235.0
11147,Rent,https://www.propertyfinder.bh/en/plp/rent/villa-for-rent-muharraq-governorate-amwaj-islands-amwaj-homes-913098.html,Villa,Inclusive,Sea Front Villa l Modern l Elegant 4BR + Maid room,"Amwaj Homes, Amwaj Islands",Muharraq Governorate,4,6,"6,620 sqft / 615 sqm",4 Apr 2025,Nadeem Malik,Imperial Suite Hotel Management,12.0,1250.0
10394,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-water-garden-city-921311.html,Apartment,Inclusive,Penthouse | Skyline View | Beach Access | Sea View,"Water Garden City, Manama",Capital Governorate,3+ Maid,3,"2,756 sqft / 256 sqm",13 May 2025,Adeel Ajaz,Bayut Properties,15.0,2500.0
13582,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-um-al-hasam-757183.html,Apartment,Inclusive,Furnished 2 bed flats with balcony at umm alhassam,"Um Al Hasam, Manama",Capital Governorate,2,3,"1,292 sqft / 120 sqm",31 Dec 2023,Philip John,Weekend Construction,5.0,350.0
13791,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-amwaj-islands-amwaj-marina-710768.html,Apartment,Exclusive,luxury Flat for rent in Amwaj,"Amwaj Marina, Amwaj Islands",Muharraq Governorate,6,7+,"5,576 sqft / 518 sqm",,Hussain Al Oraibi,Grnata,,3000.0
10506,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-amwaj-islands-amwaj-homes-919956.html,Apartment,Inclusive,LUXURY FLAT | BALCONY | HOUSEKEEPING,"Amwaj Homes, Amwaj Islands",Muharraq Governorate,2,3,"1,345 sqft / 125 sqm",7 May 2025,Gulnaz Amangeldinova,Glory Real Estate,12.0,700.0
11307,Rent,https://www.propertyfinder.bh/en/plp/rent/villa-for-rent-northern-governorate-saar-910960.html,Villa,Exclusive,Spacious and bright 5bhk villa with amenities.,Saar,Northern Governorate,5+ Maid,5,"4,844 sqft / 450 sqm",23 Mar 2025,Rajesh Kumar Chandekode Siva Sankaran,Pegasus Real Estate,11.0,850.0
4292,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-950583.html,Apartment,Inclusive,Budget compound property|Pet friendly|Housekeeping,Al Juffair,Capital Governorate,1,1,861 sqft / 80 sqm,6 Jul 2025,Ernest Gnanadas,Deccan Real Estate,17.0,285.0
8311,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-937992.html,Apartment,Inclusive,FontanaGarden l Tower B Best Layout Modern+Balcony,Al Juffair,Capital Governorate,2,3,"1,335 sqft / 124 sqm",21 Mar 2024,Sushant Anand,SK Real Estate,17.0,700.0
7996,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-seef-939797.html,Apartment,Inclusive,PETS ALLOWED | INCUSIVE | BIG BALCONY,Seef,Capital Governorate,2,2,"1,432 sqft / 133 sqm",28 Jul 2025,Mohamed Ali,HOUSE 2 HOME W.L.L,18.0,650.0
2560,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-zinj-953266.html,Apartment,Inclusive,BEST OFFER | BRAND NEW | BALCONY WIFI GYM POOL,"Zinj, Manama",Capital Governorate,1,1,807 sqft / 75 sqm,11 Sep 2025,khan Mohammad khan,Al Bariq Real Estate,11.0,320.0
6316,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-um-al-hasam-945445.html,Apartment,Inclusive,1 BHK Flat Near Kims Hospital | From Owner,"Um Al Hasam, Manama",Capital Governorate,1,1,"1,023 sqft / 95 sqm",17 Aug 2025,Raashid Kazi,Al Zamil Properties,2.0,250.0
13001,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-amwaj-islands-amwaj-marina-846306.html,Apartment,Inclusive,2 BR  | GYM /POOL |  BALCONY | WIFI | JACUZZI,"Amwaj Marina, Amwaj Islands",Muharraq Governorate,2,3,"1,399 sqft / 130 sqm",3 Apr 2025,Zain Jabbar,Luxury Homes,2.0,450.0
10360,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-mahooz-921883.html,Apartment,Exclusive,UNLIMITED EWA I CLOSED KITCHEN I HOUSE KEEPING,"Mahooz, Manama",Capital Governorate,1,1,861 sqft / 80 sqm,14 May 2025,Husain Zaman,Padrino Real Estates,4.0,300.0
8951,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-gufool-934496.html,Apartment,Inclusive,Modern Furnished 1BR Apartment with EWA/Gufool,"Gufool, Manama",Capital Governorate,1,1,"1,184 sqft / 110 sqm",8 Jul 2025,Anu K H,4You Properties,6.0,230.0
634,Rent,https://www.propertyfinder.bh/en/plp/rent/villa-for-rent-southern-governorate-durrat-al-bahrain-durrat-marina-956304.html,Villa,Exclusive,BEACHFRONT VILLA | LUXURY FURNISHED | ELEGANT 3BHK,"Durrat Marina, Durrat Al Bahrain",Southern Governorate,3+ Maid,4,"5,382 sqft / 500 sqm",25 Sep 2025,Yumna Awad,Instant Homz,11.0,2400.0
12577,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-sanabis-873728.html,Apartment,Inclusive,STUDIO | NATURAL WELL-LIT | COZY | PRIME LOCATION,"Sanabis, Manama",Capital Governorate,studio,1,484 sqft / 45 sqm,16 Sep 2025,Ali Sultani,Stratus Properties,10.0,260.0
10444,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-um-al-hasam-920780.html,Apartment,Inclusive,Bright/Spacious/Apartment with Pool and Gym,"Um Al Hasam, Manama",Capital Governorate,2,2,"1,292 sqft / 120 sqm",10 May 2025,Arshad Thasim,Wise Rise Real Estate,9.0,400.0
2169,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-diyar-al-muharraq-marassi-al-bahrain-953949.html,Apartment,Inclusive,ONE BED LUXURIOUS APARTMENT | FANTASTIC FACILITIES,"Marassi Al Bahrain, Diyar Al Muharraq",Muharraq Governorate,1,1,743 sqft / 69 sqm,16 Sep 2025,Sheila  Mcewan,Property Locators,11.0,650.0
6499,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-seef-944905.html,Apartment,Inclusive,Spacious Layout | Big balcony | Best Location,Seef,Capital Governorate,2,2,"1,238 sqft / 115 sqm",14 Aug 2025,Majeed Moosa,River West Properties,8.0,480.0
12811,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-busaiteen-860538.html,Apartment,Inclusive,2 BHK | CLOSED KITCHEN | LIFT | SEMI FURNISHED,Busaiteen,Muharraq Governorate,2,2,"1,292 sqft / 120 sqm",27 Sep 2025,Abid Siddique,Luxury Homes,1.0,300.0
9993,Rent,https://www.propertyfinder.bh/en/plp/rent/compound-for-rent-northern-governorate-jannusan-926666.html,Compound,Exclusive,Affordable Decent Size Villa in a Compound,Jannusan,Northern Governorate,3,3,"4,306 sqft / 400 sqm",4 Jun 2025,Aysha Adil,301  REALESTATE,10.0,440.0
132,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-reef-island-957070.html,Apartment,Inclusive,360° SEA VIEW | REEF RESIDENCE | LUXURIOUS 2BHK,Reef Island,Capital Governorate,2,3,"1,453 sqft / 135 sqm",29 Sep 2025,Loai Bitar,Instant Homz,14.0,900.0
1487,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-adliya-954983.html,Apartment,Inclusive,"Fully Furnishe 2BR APARTMENT WITH EWA LIFT,PARKING","Adliya, Manama",Capital Governorate,2,2,807 sqft / 75 sqm,20 Sep 2025,Tareq Abdulameer Abdulla Almahoozi,Dream Land Real Estate,4.0,290.0
8814,Rent,https://www.propertyfinder.bh/en/plp/rent/villa-for-rent-northern-governorate-jannusan-935169.html,Villa,Exclusive,Private Pool | Luxurious Villa | Gated Compound,Jannusan,Northern Governorate,4+ Maid,6,"4,575 sqft / 425 sqm",9 Jul 2025,Wilfred Pagalan,Perfect Home,20.0,1500.0
5365,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-bahrain-bay-948450.html,Apartment,Exclusive,Spectacular | Luxurious | High-end Amenities,Bahrain Bay,Capital Governorate,2,3,"1,507 sqft / 140 sqm",26 Aug 2025,Sonali Fernandes,Underhill Real Estate,,900.0
11859,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-bahrain-bay-898750.html,Apartment,Inclusive,AMAZING SEA VIEW ! MODERN ! KOOHEJI FURNITURE !,Bahrain Bay,Capital Governorate,1,1,495 sqft / 46 sqm,14 May 2025,Hanaa Adel,Carlton Real Estate,14.0,550.0
5782,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-seef-947045.html,Apartment,Inclusive,Indoor Swimming Pool / GYM / Kids Play / Seef,Seef,Capital Governorate,3,3,"1,561 sqft / 145 sqm",24 Sep 2025,Arshad Thasim,Wise Rise Real Estate,13.0,650.0
13617,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-746994.html,Apartment,Exclusive,Luxurious Close Kitchen Balcony,Al Juffair,Capital Governorate,3,4,"1,701 sqft / 158 sqm",18 Jul 2023,Khawla Real Estate,Khawla Real Estate,12.0,900.0
775,Rent,https://www.propertyfinder.bh/en/plp/rent/duplex-for-rent-capital-governorate-al-juffair-956086.html,Duplex,Inclusive,Duplex / Swimming Pool / GYM / Free Wi-Fi,Al Juffair,Capital Governorate,2,2,"1,399 sqft / 130 sqm",24 Sep 2025,Arshad Thasim,Wise Rise Real Estate,8.0,375.0
11951,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-gufool-896155.html,Apartment,Exclusive,"Apartment for below Market Price, GREAT location","Gufool, Manama",Capital Governorate,5,4,969 sqft / 90 sqm,8 Jan 2025,Azhar Uddin,Capital Estate,,280.0
11651,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-amwaj-islands-the-lagoon-904830.html,Apartment,Exclusive,Modern-Lagoon View-High Floor !,"The Lagoon, Amwaj Islands",Muharraq Governorate,2,2,"1,367 sqft / 127 sqm",4 Mar 2025,Ali Alshabani,Esnad Management,14.0,450.0
1632,Rent,https://www.propertyfinder.bh/en/plp/rent/compound-for-rent-northern-governorate-saar-954787.html,Compound,Exclusive,brand new cozy 2bhk villa with private garden,Saar,Northern Governorate,2,2,"2,153 sqft / 200 sqm",19 Sep 2025,Aysha Adil,301  REALESTATE,8.0,600.0
2334,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-953659.html,Apartment,Exclusive,3BR | Low-Rise Bldg | Juffair BD822 Navy Approved,Al Juffair,Capital Governorate,3,2,"2,691 sqft / 250 sqm",15 Sep 2025,Shaji Kottathazham,AIM REAL ESTATE,8.0,822.0
13420,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-busaiteen-785841.html,Apartment,Exclusive,"Flat For Rent In Al Sayah , The Price Is 600",Busaiteen,Muharraq Governorate,2,3,"2,153 sqft / 200 sqm",,Ali Najah,Grnata,,600.0
9816,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-927829.html,Apartment,Inclusive,Luxurious | Spacious | Balcony | Easy Access,Al Juffair,Capital Governorate,1,2,969 sqft / 90 sqm,10 Jun 2025,Lijas Ali,Underhill Real Estate,14.0,320.0
2541,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-bahrain-financial-harbour-953332.html,Apartment,Inclusive,SEA VIEW -SPACIOUS - LUXURY- BALCONY,"Bahrain Financial Harbour, Manama",Capital Governorate,2,3,"1,615 sqft / 150 sqm",14 Sep 2025,Mohamed Abdulwahab,LUMINOUS REAL ESTATE,8.0,950.0
470,Rent,https://www.propertyfinder.bh/en/plp/rent/villa-for-rent-central-governorate-tubli-956571.html,Villa,Exclusive,VILLA | PRIVATE POOL | SEA VIEW,Tubli,Central Governorate,4,5,"4,306 sqft / 400 sqm",27 Sep 2025,Farhan Tariq,BHH Real Estate,5.0,1200.0
7999,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-northern-governorate-saar-939773.html,Apartment,Inclusive,Balcony / Bright / SF / Christopher School / Saar,Saar,Northern Governorate,2,2,"1,292 sqft / 120 sqm",28 Jul 2025,Arshad Thasim,Wise Rise Real Estate,6.0,390.0
8261,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-amwaj-islands-amwaj-avenue-938225.html,Apartment,Inclusive,Spacious Apartment With Closed Kitchen Balcony,"Amwaj Avenue, Amwaj Islands",Muharraq Governorate,3,4,"2,691 sqft / 250 sqm",15 Sep 2025,Khawla Real Estate,Khawla Real Estate,13.0,600.0
4562,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-amwaj-islands-amwaj-avenue-950164.html,Apartment,Inclusive,High Floor Stylish Flat  |  Balcony |  Pool View,"Amwaj Avenue, Amwaj Islands",Muharraq Governorate,1,2,753 sqft / 70 sqm,2 Sep 2025,Siwar Arfaoui,Agate Real Estate,16.0,300.0
10109,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-busaiteen-925505.html,Apartment,Exclusive,Furnished with contract/without contract,Busaiteen,Muharraq Governorate,3,2,"1,345 sqft / 125 sqm",31 May 2025,Ebrahim Ali,Avanti World Real Estate,4.0,400.0
